id,focus,signal,slack,drag,confidence,score,lane
l001,failure width,35,33,6,25,131,watch
l002,recovery gap,35,34,6,55,163,watch
l003,runbook drift,35,35,6,85,195,ship
l004,budget pressure,35,36,18,25,77,hold
l005,failure width,35,37,18,55,109,watch
l006,recovery gap,35,38,18,85,141,watch
l007,runbook drift,35,39,34,25,3,hold
l008,budget pressure,35,40,34,55,35,hold
l009,failure width,35,41,34,85,67,hold
l010,recovery gap,60,42,6,25,199,ship
l011,runbook drift,60,43,6,55,231,ship
l012,budget pressure,60,44,6,85,263,ship
l013,failure width,60,45,18,25,145,watch
l014,recovery gap,60,46,18,55,177,ship
l015,runbook drift,60,47,18,85,209,ship
l016,budget pressure,60,48,34,25,71,hold
l017,failure width,60,32,34,55,69,hold
l018,recovery gap,60,33,34,85,101,hold
l019,runbook drift,85,34,6,25,233,ship
l020,budget pressure,85,35,6,55,265,ship
l021,failure width,85,36,6,85,297,ship
l022,recovery gap,85,37,18,25,179,ship
l023,runbook drift,85,38,18,55,211,ship
l024,budget pressure,85,39,18,85,243,ship
l025,failure width,85,40,34,25,105,watch
l026,recovery gap,85,41,34,55,137,watch
l027,runbook drift,85,42,34,85,169,watch
